University,Program,Degree,Type,Accreditation,Year,Grade,Expiration Date,Status
IAIN Kerinci,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S1,PTAN,9129/SK/BAN-PT/Ak-PPJ/S/VI/2021,2021,B,2025-08-16,Masih berlaku
IAIN Palu,Sejarah Peradaban Islam,S1,PTAN,9088/SK/BAN-PT/Akred/S/VI/2021,2021,Baik,2026-06-29,Masih berlaku
UIN Sunan Gunung Djati,Pendidikan Agama Islam,S2,PTAN,9171/SK/BAN-PT/Akred/M/VI/2021,2021,Unggul,2026-06-30,Masih berlaku
IAIN Kudus,Tadris Bahasa Inggris,S1,PTAN,9156/SK/BAN-PT/Akred/S/VI/2021,2021,Baik,2026-06-30,Masih berlaku
IAIN Kudus,Bimbingan Konseling Pendidikan Islam,S1,PTAN,9160/SK/BAN-PT/Akred/S/VI/2021,2021,Baik,2026-06-30,Masih berlaku
STAIN Majene,Komunikasi Dan Penyiaran Islam,S1,PTAN,9157/SK/BAN-PT/Akred/S/VI/2021,2021,Baik,2026-06-30,Masih berlaku
IAIN Jember,Pendidikan Agama Islam,S3,PTAN,9191/SK/BAN-PT/Ak-PKP/D/VII/2021,2021,Baik,2026-07-06,Masih berlaku
UIN Antasari Banjarmasin,Hukum Tatanegara (Siyasah Syar'iyyah),S1,PTAN,9246/SK/BAN-PT/Akred/S/VII/2021,2021,Baik Sekali,2026-07-06,Masih berlaku
UIN Syarif Hidayatullah,Pendidikan Bahasa Inggris,S2,PTAN,9240/SK/BAN-PT/Akred/M/VII/2021,2021,Baik Sekali,2026-07-06,Masih berlaku
UIN Sultan Syarif Kasim,Perbandingan Mazhab,S1,PTAN,9238/SK/BAN-PT/Akred/S/VII/2021,2021,Baik Sekali,2026-07-06,Masih berlaku
IAIN Kudus,Pengembangan Masyarakat Islam,S1,PTAN,9260/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-06,Masih berlaku
IAIN ParePare,Pengembangan Masyarakat Islam,S1,PTAN,9280/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-06,Masih berlaku
IAIN Curup,Ilmu Perpustakaan Dan Informasi Islam,S1,PTAN,9305/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-06,Masih berlaku
IAIN ParePare,Manajemen Keuangan Syariah,S1,PTAN,9299/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-06,Masih berlaku
IAIN Metro,Tadris IPS,S1,PTAN,9274/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-06,Masih berlaku
IAIN Purwokerto,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,9350/SK/BAN-PT/Akred/S/VII/2021,2021,Unggul,2026-07-07,Masih berlaku
UIN Sulthan Thaha Saifuddin Jambi,Pendidikan Agama Islam,S1,PTAN,9484/SK/BAN-PT/Ak-PPJ/S/VII/2021,2021,A,2026-06-11,Masih berlaku
IAIN Purwokerto,Studi Islam,S3,PTAN,9405/SK/BAN-PT/Akred/D/VII/2021,2021,Baik Sekali,2026-07-13,Masih berlaku
UIN Sulthan Thaha Saifuddin Jambi,Kimia,S1,PTAN,9457/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-13,Masih berlaku
STAIN Majene,Tadris Bahasa Inggris,S1,PTAN,9442/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-13,Masih berlaku
IAIN ParePare,Sosiologi Agama,S1,PTAN,9445/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-13,Masih berlaku
IAIN Syekh Nurjati Cirebon,Pendidikan Agama Islam,S1,PTAN,9500/SK/BAN-PT/Ak-PPJ/S/VII/2021,2021,Unggul,2026-07-15,Masih berlaku
IAIN ParePare,Ekonomi Syari'ah,S2,PTAN,9548/SK/BAN-PT/Akred/M/VII/2021,2021,Baik,2026-07-01,Masih berlaku
IAIN Metro,Tadris Bahasa Inggris,S1,PTAN,9527/SK/BAN-PT/Ak-PPJ/S/VII/2021,2021,B,2026-07-15,Masih berlaku
IAIN Kerinci,Pendidikan Bahasa Arab,S1,PTAN,9519/SK/BAN-PT/Ak-PPJ/S/VII/2021,2021,B,2026-07-15,Masih berlaku
UIN Walisongo,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,9593/SK/BAN-PT/Ak-PPJ/S/VII/2021,2021,B,2026-07-22,Masih berlaku
IAIN Sorong,Bimbingan Penyuluhan Islam,S1,PTAN,9630/SK/BAN-PT/Ak-PPJ/S/VII/2021,2021,B,2026-07-22,Masih berlaku
IAIN Langsa,Komunikasi Dan Penyiaran Islam,S1,PTAN,9627/SK/BAN-PT/Ak-PPJ/S/VII/2021,2021,B,2026-07-22,Masih berlaku
IAIN Sorong,Pendidikan Agama Islam,S1,PTAN,9564/SK/BAN-PT/Ak-PNB/S/VII/2021,2021,B,2025-11-01,Masih berlaku
UIN Sulthan Thaha Saifuddin Jambi,Akuntansi Syariah,S1,PTAN,9651/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-21,Masih berlaku
IAIN Tulungagung,Sosiologi Agama,S1,PTAN,9655/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-21,Masih berlaku
IAIN Syaikh Abdurrahman Siddik Bangka Belitung,Tadris Bahasa Inggris,S1,PTAN,9707/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-21,Masih berlaku
UIN Sulthan Thaha Saifuddin Jambi,Manajemen Dakwah,S1,PTAN,9669/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-21,Masih berlaku
IAIN Kudus,Tadris IPS,S1,PTAN,9775/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-27,Masih berlaku
IAIN Ternate,Pendidikan Bahasa Arab,S1,PTAN,9820/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-27,Masih berlaku
IAIN Ambon,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S2,PTAN,9782/SK/BAN-PT/Akred/M/VII/2021,2021,Baik,2026-07-27,Masih berlaku
IAIN Palu,Ilmu Perpustakaan Dan Informasi Islam,S1,PTAN,9798/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-27,Masih berlaku
IAIN Tulungagung,Manajemen Keuangan Syariah,S1,PTAN,9773/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-27,Masih berlaku
IAIN Bone,Hukum Tatanegara (Siyasah Syar'iyyah),S2,PTAN,9800/SK/BAN-PT/Akred/M/VII/2021,2021,Baik,2026-07-27,Masih berlaku
IAIN ParePare,Manajemen Zakat Dan Wakaf,S1,PTAN,9843/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-28,Masih berlaku
STAIN Mandailing Natal,Hukum Ekonomi Syari'ah (Mu'amalah),S1,PTAN,9851/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-28,Masih berlaku
UIN Sunan Kalijaga,Psikologi,S1,PTAN,9848/SK/BAN-PT/Akred/S/VII/2021,2021,Baik Sekali,2026-07-28,Masih berlaku
IAIN Metro,Akuntansi Syari'ah,S1,PTAN,9841/SK/BAN-PT/Akred/S/VII/2021,2021,Baik,2026-07-28,Masih berlaku
IAIN Kerinci,Pendidikan Agama Islam,S1,PTAN,9856/SK/BAN-PT/Ak-PPJ/S/VII/2021,2021,B,2025-11-15,Masih berlaku
UIN Maulana Malik Ibrahim,Matematika,S1,PTAN,9943/SK/BAN-PT/Ak-PPJ/S/VIII/2021,2021,B,2026-07-30,Masih berlaku
IAIN Ternate,Pendidikan Agama Islam,S2,PTAN,9951/SK/BAN-PT/Ak-PPJ/M/VIII/2021,2021,B,2026-07-30,Masih berlaku
IAIN Palangkaraya,Hukum Tata Negara (Siyasah Syar'iyyah),S1,PTAN,9917/SK/BAN-PT/Akred/S/VIII/2021,2021,Baik,2026-08-03,Masih berlaku
IAIN Tulungagung,Manajemen Bisnis Syariah,S1,PTAN,9909/SK/BAN-PT/Akred/S/VIII/2021,2021,Baik,2026-08-03,Masih berlaku
IAIN Lhokseumawe,Akuntansi Syari'ah,S1,PTAN,9914/SK/BAN-PT/Akred/S/VIII/2021,2021,Baik,2026-08-03,Masih berlaku
IAIN Sultan Amai Gorontalo,Manajemen Keuangan Syariah,S1,PTAN,9911/SK/BAN-PT/Akred/S/VIII/2021,2021,Baik,2026-08-03,Masih berlaku
IAIN Kudus,Hukum Ekonomi Syariah (Muamalah),S1,PTAN,9910/SK/BAN-PT/Akred/S/VIII/2021,2021,Baik,2026-08-03,Masih berlaku
UIN Alauddin,Komunikasi Dan Penyiaran Islam,S2,PTAN,9927/SK/BAN-PT/Akred/M/VIII/2021,2021,Baik,2026-08-03,Masih berlaku
IAIN Kerinci,Pendidikan Agama Islam,S2,PTAN,10140/SK/BAN-PT/Akred/M/VIII/2021,2021,B,2026-02-25,Masih berlaku
UIN Sultan Syarif Kasim Riau,Psikologi,S2,PTAN,10093/SK/BAN-PT/Akred/M/VIII/2021,2021,Baik,2026-08-10,Masih berlaku
IAIN Kendari,Manajemen Dakwah,S1,PTAN,10083/SK/BAN-PT/Akred/S/VIII/2021,2021,Baik,2026-08-10,Masih berlaku
IAIN ParePare,Akuntansi Syari'ah,S1,PTAN,10109/SK/BAN-PT/Akred/S/VIII/2021,2021,Baik,2026-08-10,Masih berlaku
UIN Maulana Malik Ibrahim,Kimia,S1,PTAN,10230/SK/BAN-PT/Ak-PPJ/S/VIII/2021,2021,B,2026-08-19,Masih berlaku
IAIN Kudus,Manajemen Dakwah,S1,PTAN,10262/SK/BAN-PT/Akred/S/VIII/2021,2021,Baik,2026-08-18,Masih berlaku
IAIN Metro,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S1,PTAN,10269/SK/BAN-PT/Akred/S/VIII/2021,2021,Baik,2026-08-18,Masih berlaku
IAIN Ternate,Hukum Keluarga Islam (Ahwal Al-Syakhshiyyah),S2,PTAN,10257/SK/BAN-PT/Akred/M/VIII/2021,2021,Baik,2026-08-18,Masih berlaku
UIN Ar-Raniry Banda Aceh,Ilmu Al-Qur`an Dan Tafsir,S1,PTAN,3291/SK/BAN-PT/Ak.KP/S/VIII/2023,2023,Baik Sekali,2025-03-18,Masih berlaku
UIN Sumatera Utara Medan,Hukum Islam,S3,PTAN,10363/SK/BAN-PT/Ak-PPJ/D/VIII/2021,2021,B,2026-07-29,Masih berlaku
IAIN Batusangkar,Tadris Matematika,S1,PTAN,10365/SK/BAN-PT/Ak-PPJ/S/VIII/2021,2021,B,2026-07-30,Masih berlaku
UIN Mataram,Bimbingan Konseling Islam,S1,PTAN,10313/SK/BAN-PT/Akred/S/VIII/2021,2021,Baik,2026-08-24,Masih berlaku
UIN Sulthan Thaha Saifuddin Jambi,Studi Agama-Agama,S1,PTAN,10323/SK/BAN-PT/Akred/S/VIII/2021,2021,Baik,2026-08-24,Masih berlaku
IAIN Batusangkar,Pengembangan Masyarakat Islam,S1,PTAN,10333/SK/BAN-PT/Akred/S/VIII/2021,2021,Baik,2026-08-24,Masih berlaku
IAIN ParePare,Ekonomi Syariah (Ekonomi Islam ),S1,PTAN,10324/SK/BAN-PT/Akred/S/VIII/2021,2021,Baik,2026-08-24,Masih berlaku
IAIN Kerinci,Ilmu Al-Qur'an Dan Tafsir,S1,PTAN,10315/SK/BAN-PT/Akred/S/VIII/2021,2021,Baik,2026-08-24,Masih berlaku
IAIN Batusangkar,Perbankan Syariah,S1,PTAN,4681/SK/BAN-PT/Ak.KP/S/VII/2022,2022,Unggul,2024-04-10,13 hari lagi kadaluarsa
UIN Sultan Thaha Saifuddin Jambi,Pendidikan Islam Anak Usia Dini,S1,PTAN,6244/SK/BAN-PT/Ak.KP/S/IX/2022,2022,Baik,2024-04-23,26 hari lagi kadaluarsa
UIN Sunan Ampel,Ilmu Ekonomi,S1,PTAN,546/SK/BAN-PT/Ak.KP/S/II/2023,2023,Baik Sekali,2024-04-30,33 hari lagi kadaluarsa
UIN Sulthan Syarif Kasim,Tadris Ilmu Pengetahuan Alam,S1,PTAN,6243/SK/BAN-PT/Ak.KP/S/IX/2022,2022,Baik,2024-05-14,47 hari lagi kadaluarsa
UIN Antasari Banjarmasin,Tadris Fisika,S1,PTAN,7194/SK/BAN-PT/Ak.KP/S/X/2022,2022,Baik,2024-08-27,152 hari lagi kadaluarsa
UIN Ar-Raniry Banda Aceh,Hukum Keluarga (Ahwal Al-syakhshiyyah),S2,PTAN,9485/SK/BAN-PT/Ak.KP/M/XI/2022,2022,Baik Sekali,2024-12-26,Masih berlaku
UIN Sumatera Utara Medan,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,36/SK/BAN-PT/Ak.KP/S/I/2023,2023,Unggul,2025-01-07,Masih berlaku
UIN Profesor Kiai Haji Saifuddin Zuhri Purwokerto,Manajemen Perbankan Syariah,D-III,PTAN,1994/SK/BAN-PT/Ak-PPJ/Dipl-III/III/2022,2022,A,2027-04-05,Masih berlaku
IAIN Ambon,Aqidah Dan Filsafat Islam,S1,PTAN,2006/SK/BAN-PT/Ak-PPJ/S/III/2022,2022,B,2027-04-05,Masih berlaku
IAIN Palopo,Pendidikan Bahasa Arab,S1,PTAN,12935/SK/BAN-PT/Ak-PPJ/S/XII/2021,2021,B,2026-11-25,Masih berlaku
UIN Maulana Malik Ibrahim,Perpustakaan Dan Ilmu Informasi,S1,PTAN,10471/SK/BAN-PT/Akred/S/VIII/2021,2021,Baik,2026-08-31,Masih berlaku
UIN Antasari Banjarmasin,Ilmu Syariah,S3,PTAN,10463/SK/BAN-PT/Akred/D/VIII/2021,2021,Baik Sekali,2026-08-31,Masih berlaku
STAIN Gajah Putih Takengon Aceh Tengah,Ekonomi Syariah,S1,PTAN,10573/SK/BAN-PT/Akred/S/VIII/2021,2021,Baik,2026-08-31,Masih berlaku
IAIN Palu,Perbandingan Madzhab,S1,PTAN,10461/SK/BAN-PT/Akred/S/VIII/2021,2021,Baik Sekali,2026-08-31,Masih berlaku
IAIN Metro,Ekonomi Syariah,S2,PTAN,10469/SK/BAN-PT/Akred/M/VIII/2021,2021,Baik,2026-08-31,Masih berlaku
IAIN Palu,Pendidikan Agama Islam,S3,PTAN,10598/SK/BAN-PT/Akred/D/IX/2021,2021,Baik Sekali,2026-09-01,Masih berlaku
IAIN ParePare,Hukum Pidana Islam (JInayah),S1,PTAN,12559/SK/BAN-PT/Akred/S/XI/2021,2021,Baik,2026-11-23,Masih berlaku
IAIN Palangkaraya,Akuntansi Syari'ah,S1,PTAN,11527/SK/BAN-PT/Akred/S/X/2021,2021,Baik,2026-10-12,Masih berlaku
IAIN Tulungagung,Psikologi Islam,S1,PTAN,13269/SK/BAN-PT/Akred/S/XII/2021,2021,Baik,2026-12-15,Masih berlaku
IAIN ParePare,Komunikasi Dan Penyiaran Islam,S2,PTAN,10638/SK/BAN-PT/Akred/M/IX/2021,2021,Baik,2026-09-07,Masih berlaku
IAIN ParePare,Hukum Keluarga Islam (Ahwal Asy-Syakhshiyah),S2,PTAN,13308/SK/BAN-PT/Akred/M/XII/2021,2021,Baik,2026-12-15,Masih berlaku
IAIN Batusangkar,Manajemen Bisnis Syariah,S1,PTAN,12203/SK/BAN-PT/Akred/S/XI/2021,2021,Baik,2026-11-03,Masih berlaku
UIN Mataram,Pemikiran Politik Islam,S1,PTAN,12331/SK/BAN-PT/Akred/S/XI/2021,2021,Baik,2026-11-10,Masih berlaku
IAIN Lhokseumawe,Perbankan Syariah,S1,PTAN,12069/SK/BAN-PT/Akred/S/XI/2021,2021,Baik,2026-11-02,Masih berlaku
UIN Syarif Hidayatullah,Jurnalistik,S1,PTAN,10634/SK/BAN-PT/Akred/S/IX/2021,2021,Baik,2026-09-07,Masih berlaku
UIN Sulthan Thaha Saifuddin Jambi,Manajemen Keuangan Syariah,S1,PTAN,10639/SK/BAN-PT/Akred/S/IX/2021,2021,Baik,2026-09-07,Masih berlaku
UIN Kiai Haji Achmad Siddiq Jember,Ilmu Al-Qur'an Dan Tafsir,S1,PTAN,10765/SK/BAN-PT/Akred/S/IX/2021,2021,Unggul,2026-09-08,Masih berlaku
IAIN Padangsidimpuan,Tadris Bahasa Inggris,S1,PTAN,10869/SK/BAN-PT/Akred/S/IX/2021,2021,Baik,2026-09-14,Masih berlaku
IAIN Bone,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S2,PTAN,10872/SK/BAN-PT/Akred/M/IX/2021,2021,Baik,2026-09-14,Masih berlaku
UIN Sulthan Thaha Saifuddin Jambi,Tadris Bahasa Inggris,S2,PTAN,10808/SK/BAN-PT/Akred/M/IX/2021,2021,Baik,2026-09-14,Masih berlaku
IAIN ParePare,Akuntansi Lembaga Keuangan Syariah,S1,PTAN,11030/SK/BAN-PT/Akred/S/IX/2021,2021,Baik,2026-07-14,Masih berlaku
IAIN Curup,Ekonomi Syariah,S1,PTAN,11088/SK/BAN-PT/Akred/S/IX/2021,2021,Baik,2026-09-28,Masih berlaku
UIN Maulana Malik Ibrahim,Biologi,S1,PTAN,11122/SK/BAN-PT/Ak-PPJ/S/IX/2021,2021,A,2026-08-05,Masih berlaku
UIN Sultan Aji Muhammad Idris Samarinda,Pendidikan Islam Anak Usia Dini,S2,PTAN,11430/SK/BAN-PT/Ak-PNB/M/X/2021,2021,B,2024-06-25,89 hari lagi kadaluarsa
UIN Sultan Aji Muhammad Idris Samarinda,Komunikasi Dan Penyiaran Islam,S1,PTAN,11434/SK/BAN-PT/Ak-PNB/S/X/2021,2021,B,2025-03-29,Masih berlaku
UIN Sultan Aji Muhammad Idris Samarinda,Manajemen Dakwah,S1,PTAN,11433/SK/BAN-PT/Ak-PNB/S/X/2021,2021,B,2025-04-11,Masih berlaku
UIN Sultan Aji Muhammad Idris Samarinda,Hukum Keluarga (Akhwal Syaksiyah),S1,PTAN,11428/SK/BAN-PT/Ak-PNB/S/X/2021,2021,B,2025-08-30,Masih berlaku
UIN Sultan Aji Muhammad Idris Samarinda,Manajemen Pendidikan Islam (Kependidikan Islam),S1,PTAN,11424/SK/BAN-PT/Ak-PNB/S/X/2021,2021,Baik Sekali,2026-05-11,Masih berlaku
UIN Sultan Aji Muhammad Idris Samarinda,Komunikasi Dan Penyiaran Islam,S2,PTAN,11427/SK/BAN-PT/Ak-PNB/M/X/2021,2021,B,2024-05-22,55 hari lagi kadaluarsa
IAIN Batusangkar,Akuntansi Syari'ah,S1,PTAN,11346/SK/BAN-PT/Akred/S/X/2021,2021,Baik,2026-10-05,Masih berlaku
IAIN ParePare,Bahasa Dan Sastra Arab,S1,PTAN,11451/SK/BAN-PT/Akred/S/X/2021,2021,Baik,2026-10-06,Masih berlaku
UIN Maulana Malik Ibrahim Malang,Fisika,S1,PTAN,11468/SK/BAN-PT/Ak-PPJ/S/X/2021,2021,B,2026-10-07,Masih berlaku
UIN Sultan Aji Muhammad Idris Samarinda,Manajemen Pendidikan Islam,S2,PTAN,11603/SK/BAN-PT/Ak-PNB/M/X/2021,2021,B,2024-05-21,54 hari lagi kadaluarsa
UIN Sultan Aji Muhammad Idris Samarinda,Pendidikan Agama Islam,S1,PTAN,11604/SK/BAN-PT/Ak-PNB/S/X/2021,2021,B,2025-05-31,Masih berlaku
UIN Mataram,Manajemen Dakwah,S1,PTAN,11522/SK/BAN-PT/Akred/S/X/2021,2021,Baik,2026-10-12,Masih berlaku
UIN Syarif Hidayatullah,Ilmu Hadis,S1,PTAN,11783/SK/BAN-PT/Akred/S/X/2021,2021,Baik,2026-10-19,Masih berlaku
UIN Sulthan Thaha Saifuddin Jambi,Perbankan Syariah,S1,PTAN,11695/SK/BAN-PT/Akred/S/X/2021,2021,Baik,2026-10-19,Masih berlaku
IAIN Padangsidimpuan,Manajemen Zakat Dan Wakaf,S1,PTAN,11787/SK/BAN-PT/Ak-TMSP/S/X/2021,2021,Tidak Terakreditasi, null,Masih berlaku
IAIN Sultan Amai Gorontalo,Tadris Bahasa Inggris,S1,PTAN,11762/SK/BAN-PT/Ak-PPJ/S/X/2021,2021,B,2026-10-14,Masih berlaku
IAIN Palopo,Manajemen Bisnis Syariah,S1,PTAN,11860/SK/BAN-PT/Akred/S/X/2021,2021,Baik,2026-10-26,Masih berlaku
UIN Alauddin,Kesejahteraan Sosial,S1,PTAN,11872/SK/BAN-PT/Akred/S/X/2021,2021,Baik,2026-10-26,Masih berlaku
IAIN ParePare,Jurnalistik Islam,S1,PTAN,11865/SK/BAN-PT/Akred/S/X/2021,2021,Baik,2026-10-26,Masih berlaku
UIN Sulthan Thaha Saifuddin Jambi,Jurnalistik Islam,S1,PTAN,11866/SK/BAN-PT/Akred/S/X/2021,2021,Baik,2026-10-26,Masih berlaku
STAIN Majene,Hukum Keluarga Islam,S1,PTAN,12074/SK/BAN-PT/Akred/S/XI/2021,2021,Baik,2026-11-02,Masih berlaku
IAIN Salatiga,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,12247/SK/BAN-PT/Ak-PPJ/S/XI/2021,2021,A,2026-10-21,Masih berlaku
IAIN Syekh Nurjati Cirebon,Ekonomi Syariah,S1,PTAN,12230/SK/BAN-PT/Akred/S/XI/2021,2021,Baik,2026-11-09,Masih berlaku
IAIN Syaikh Abdurrahman Siddik Bangka Belitung,Akuntansi Syariah,S1,PTAN,12333/SK/BAN-PT/Akred/S/XI/2021,2021,Baik,2026-11-10,Masih berlaku
UIN Sayyid Ali Rahmatullah Tulungagung,Manajemen Dakwah,S1,PTAN,12366/SK/BAN-PT/Akred/S/XI/2021,2021,Baik,2026-11-16,Masih berlaku
UIN Maulana Malik Ibrahim,Bahasa Dan Sastra Arab,S2,PTAN,12485/SK/BAN-PT/PB-PS/M/XI/2021,2021,Baik,2026-04-12,Masih berlaku
UIN Syarif Hidayatullah,Ekonomi Pembangunan,S1,PTAN,12603/SK/BAN-PT/Ak-PPJ/S/XI/2021,2021,A,2026-10-21,Masih berlaku
UIN Syarif Hidayatullah,Hukum Keluarga (Ahwal Al-Syakhshiyah),S1,PTAN,12592/SK/BAN-PT/Ak-PPJ/S/XI/2021,2021,A,2026-10-21,Masih berlaku
UIN Sunan Ampel,Pendidikan Bahasa Arab,S1,PTAN,12602/SK/BAN-PT/Ak-PPJ/S/XI/2021,2021,A,2026-10-21,Masih berlaku
UIN Syarif Hidayatullah,Pendidikan Agama Islam,S1,PTAN,12595/SK/BAN-PT/Ak-PPJ/S/XI/2021,2021,A,2026-10-21,Masih berlaku
UIN Syarif Hidayatullah,Dirasat Islamiyah,S1,PTAN,12593/SK/BAN-PT/Ak-PPJ/S/XI/2021,2021,A,2026-10-21,Masih berlaku
UIN Sulthan Thaha Saifuddin Jambi,Manajemen Pendidikan Islam,S2,PTAN,12638/SK/BAN-PT/Ak-PPJ/M/XI/2021,2021,B,2026-10-21,Masih berlaku
UIN Kiai Haji Achmad Siddiq Jember,Hukum Tatanegara (Siyasah),S1,PTAN,12522/SK/BAN-PT/Ak-PNB/S/XI/2021,2021,B,2024-07-02,96 hari lagi kadaluarsa
UIN Kiai Haji Achmad Siddiq Jember,Hukum Pidana Islam,S1,PTAN,12536/SK/BAN-PT/Ak-PNB/S/XI/2021,2021,B,2024-07-31,125 hari lagi kadaluarsa
UIN Kiai Haji Achmad Siddiq Jember,Pengembangan Masyarakat Islam,S1,PTAN,12506/SK/BAN-PT/Ak-PNB/S/XI/2021,2021,B,2024-12-26,Masih berlaku
UIN Kiai Haji Achmad Siddiq Jember,Pendidikan Agama Islam,S2,PTAN,12521/SK/BAN-PT/Ak-PNB/M/XI/2021,2021,B,2026-03-16,Masih berlaku
UIN Kiai Haji Achmad Siddiq Jember,Hukum Keluarga,S2,PTAN,12520/SK/BAN-PT/Ak-PNB/M/XI/2021,2021,B,2024-07-09,103 hari lagi kadaluarsa
UIN Kiai Haji Achmad Siddiq Jember,Manajemen Zakat Dan Wakaf,S1,PTAN,12526/SK/BAN-PT/Ak-PNB/S/XI/2021,2021,B,2024-05-14,47 hari lagi kadaluarsa
UIN Kiai Haji Achmad Siddiq Jember,Akuntansi Syari'ah,S1,PTAN,12530/SK/BAN-PT/Ak-PNB/S/XI/2021,2021,B,2024-05-07,40 hari lagi kadaluarsa
UIN Kiai Haji Achmad Siddiq Jember,Bahasa Dan Sastra Arab,S1,PTAN,12528/SK/BAN-PT/Ak-PNB/S/XI/2021,2021,B,2025-12-01,Masih berlaku
UIN Sulthan Syarif Kasim Riau,Manajemen Pendidikan Islam,S1,PTAN,12594/SK/BAN-PT/Ak-PPJ/S/XI/2021,2021,A,2026-10-28,Masih berlaku
UIN Sulthan Syarif Kasim Riau,Pendidikan Agama Islam,S1,PTAN,12598/SK/BAN-PT/Ak-PPJ/S/XI/2021,2021,A,2026-10-28,Masih berlaku
UIN Maulana Malik Ibrahim Malang,Pendidikan Agama Islam,S3,PTAN,12647/SK/BAN-PT/Ak-PPJ/D/XI/2021,2021,B,2026-10-28,Masih berlaku
UIN Imam Bonjol Padang,Matematika,S1,PTAN,12554/SK/BAN-PT/Akred/S/XI/2021,2021,Baik,2026-11-23,Masih berlaku
IAIN Batusangkar,Pemikiran Politik Islam,S1,PTAN,12556/SK/BAN-PT/Akred/S/XI/2021,2021,Baik,2026-11-23,Masih berlaku
UIN Sulthan Thaha Saifuddin Jambi,Pemikiran Politik Islam,S1,PTAN,12561/SK/BAN-PT/Akred/S/XI/2021,2021,Baik,2026-11-23,Masih berlaku
IAIN Ternate,Ekonomi Syariah,S1,PTAN,12563/SK/BAN-PT/Akred/S/XI/2021,2021,Baik,2026-11-23,Masih berlaku
IAIN ParePare,Pendidikan Bahasa Arab,S2,PTAN,12683/SK/BAN-PT/Akred/M/XI/2021,2021,Baik,2026-11-10,Masih berlaku
UIN Kiai Haji Achmad Siddiq Jember,Manajemen Pendidikan Islam,S1,PTAN,12503/SK/BAN-PT/Ak-PNB/S/XI/2021,2021,A,2024-04-09,12 hari lagi kadaluarsa
IAIN Kediri,Pendidikan Bahasa Arab,S1,PTAN,12609/SK/BAN-PT/Ak-PPJ/S/XI/2021,2021,A,2026-11-11,Masih berlaku
IAIN Kendari,Ilmu Al-Qur'an Dan Tafsir,S1,PTAN,12734/SK/BAN-PT/Akred/S/XII/2021,2021,Baik Sekali,2026-12-01,Masih berlaku
UIN Syarif Hidayatullah,Manajemen,S1,PTAN,12856/SK/BAN-PT/Ak-PPJ/S/XII/2021,2021,A,2026-10-14,Masih berlaku
UIN Syarif Hidayatullah,Pendidikan Bahasa Arab,S1,PTAN,12842/SK/BAN-PT/Ak-PPJ/S/XII/2021,2021,A,2026-11-25,Masih berlaku
UIN Sayyid Ali Rahmatullah Tulungagung,Tadris Ilmu Pengetahuan Sosial,S1,PTAN,13007/SK/BAN-PT/Ak-PNB/S/XII/2021,2021,B,2024-05-07,40 hari lagi kadaluarsa
IAIN Lhokseumawe,Tadris Matematika,S1,PTAN,13010/SK/BAN-PT/Ak-PPJ/S/XII/2021,2021,B,2026-11-25,Masih berlaku
UIN Sayyid Ali Rahmatullah Tulungagung,Komunikasi Dan Penyiaran Islam,S1,PTAN,13070/SK/BAN-PT/Ak-PNB/S/XII/2021,2021,B,2025-01-28,Masih berlaku
IAIN Padangsidimpuan,Hukum Ekonomi Syari`ah,S1,PTAN,13057/SK/BAN-PT/Ak-PPJ/S/XII/2021,2021,B,2026-12-28,Masih berlaku
UIN Sayyid Ali Rahmatullah Tulungagung,Ekonomi Syari'ah,S1,PTAN,13071/SK/BAN-PT/Ak-PNB/S/XII/2021,2021,B,2025-07-14,Masih berlaku
UIN Sayyid Ali Rahmatullah Tulungagung,Hukum Tatanegara (Siyasah Syar'iyyah),S1,PTAN,13100/SK/BAN-PT/Ak-PNB/S/XII/2021,2021,B,2024-05-14,47 hari lagi kadaluarsa
